celebrity,original_image,yolo_bounding_box,face_extracted,prediction_time
pins_Selena-Gomez,Selena-Gomez237_4431-,Selena-Gomez237_4431-person-nn-bb-0.0-0.11163349449634552-175.0-183.3863983154297,1,4.243717432022095
pins_Selena-Gomez,Selena-Gomez84_4487-,Selena-Gomez84_4487-person-nn-bb-0.0-0.0-250.98228454589844-264.2001647949219,0,4.247826814651489
pins_Selena-Gomez,Selena-Gomez8_4484-,Selena-Gomez8_4484-person-nn-bb-6.176739692687988-1.3331444263458252-245.2937469482422-264.9695739746094,0,0.0
pins_Selena-Gomez,Selena-Gomez149_4359-,Selena-Gomez149_4359-person-nn-bb-17.251413345336914-2.8640947341918945-82.15603637695312-107.65609741210938,0,7.120469331741333
pins_Selena-Gomez,Selena-Gomez240_4434-,Selena-Gomez240_4434-person-nn-bb-0.0-0.6064898371696472-144.6334991455078-153.14065551757812,1,4.636135578155518
pins_Selena-Gomez,Selena-Gomez114_4329-,Selena-Gomez114_4329-person-nn-bb-0.0-0.751312255859375-301.7317810058594-318.6102294921875,1,4.464046239852905
pins_Selena-Gomez,Selena-Gomez219_4411-,Selena-Gomez219_4411-person-nn-bb-0.0-0.0-119.98241424560547-127.03541564941406,1,4.584293842315674
pins_Selena-Gomez,Selena-Gomez99_4502-,Selena-Gomez99_4502-person-nn-bb-0.0-0.0-120.09590148925781-126.69747161865234,1,4.249550104141235
pins_Selena-Gomez,Selena-Gomez120_4334-,Selena-Gomez120_4334-person-nn-bb-0.716632604598999-2.278933525085449-196.50839233398438-225.0,0,4.622283697128296
pins_Selena-Gomez,Selena-Gomez28_4444-,Selena-Gomez28_4444-person-nn-bb-12.073962211608887-0.10800476372241974-121.400146484375-127.3779296875,0,4.8018670082092285
pins_Selena-Gomez,Selena-Gomez219_4415-,Selena-Gomez219_4415-person-nn-bb-0.0-0.0-142.9290008544922-153.8065948486328,1,4.664485454559326
pins_Selena-Gomez,Selena-Gomez156_4364-,Selena-Gomez156_4364-person-nn-bb-0.0-0.0-249.3135223388672-265.8230895996094,1,4.7005774974823
pins_Selena-Gomez,Selena-Gomez154_4362-,Selena-Gomez154_4362-person-nn-bb-0.0-0.0-174.46888732910156-184.0,1,4.663707971572876
pins_Selena-Gomez,Selena-Gomez229_4425-,Selena-Gomez229_4425-person-nn-bb-0.0-0.0-251.0-259.1217956542969,1,4.473696231842041
pins_Selena-Gomez,Selena-Gomez115_4330-,Selena-Gomez115_4330-person-nn-bb-1.5724114179611206-0.011448097415268421-101.39772033691406-108.0,0,4.706364870071411
pins_Selena-Gomez,Selena-Gomez93_4496-,Selena-Gomez93_4496-person-nn-bb-0.1794513761997223-0.0-101.02375793457031-108.0,0,4.763920783996582
pins_Selena-Gomez,Selena-Gomez140_4352-,Selena-Gomez140_4352-person-nn-bb-0.0-0.013169646263122559-209.0-224.0599822998047,0,4.435218095779419
pins_Selena-Gomez,Selena-Gomez98_4501-,Selena-Gomez98_4501-person-nn-bb-0.0-0.0830228328704834-145.47605895996094-154.81015014648438,1,4.636641502380371
pins_Selena-Gomez,Selena-Gomez219_4416-,Selena-Gomez219_4416-person-nn-bb-0.0-0.0-120.82725524902344-126.94107818603516,0,4.5926337242126465
pins_Selena-Gomez,Selena-Gomez153_4361-,Selena-Gomez153_4361-person-nn-bb-0.33549413084983826-2.952169895172119-402.759521484375-558.0,0,5.642528533935547
pins_Selena-Gomez,Selena-Gomez208_4403-,Selena-Gomez208_4403-person-nn-bb-0.0-1.295180082321167-436.0-459.0185852050781,0,4.548072099685669
pins_Selena-Gomez,Selena-Gomez101_4321-,Selena-Gomez101_4321-person-nn-bb-0.0-0.0-120.29373931884766-127.76045989990234,0,4.636298894882202
pins_Selena-Gomez,Selena-Gomez68_4473-,Selena-Gomez68_4473-person-nn-bb-0.0-0.3539750874042511-249.22410583496094-256.7240905761719,1,4.274764060974121
pins_Selena-Gomez,Selena-Gomez89_4492-,Selena-Gomez89_4492-person-nn-bb-0.0-0.0-120.62237548828125-128.0,1,4.481303691864014
pins_Selena-Gomez,Selena-Gomez139_4350-,Selena-Gomez139_4350-person-nn-bb-0.0-0.43925100564956665-364.0927429199219-386.0196228027344,0,4.307804107666016
pins_Selena-Gomez,Selena-Gomez75_4480-,Selena-Gomez75_4480-person-nn-bb-0.5353775024414062-0.0-171.52880859375-181.67318725585938,0,4.658185958862305
pins_Selena-Gomez,Selena-Gomez161_4369-,Selena-Gomez161_4369-person-nn-bb-64.27836608886719-0.66455078125-298.9710388183594-318.3152160644531,0,5.881654500961304
pins_Selena-Gomez,Selena-Gomez82_4485-,Selena-Gomez82_4485-person-nn-bb-4.92047119140625-0.34514617919921875-365.0-378.62384033203125,1,4.348409652709961
pins_Selena-Gomez,Selena-Gomez37_4452-,Selena-Gomez37_4452-person-nn-bb-0.0-0.5848486423492432-120.24695587158203-183.29122924804688,0,0.0
pins_Selena-Gomez,Selena-Gomez28_4444-,Selena-Gomez28_4444-person-nn-bb-0.9406982660293579-0.05675048753619194-121.35968017578125-127.77116394042969,0,4.718443393707275
pins_Selena-Gomez,Selena-Gomez21_4405-,Selena-Gomez21_4405-person-nn-bb-0.0-0.0-173.292724609375-185.0,0,4.661369323730469
pins_Selena-Gomez,Selena-Gomez47_4460-,Selena-Gomez47_4460-person-nn-bb-0.0-0.0-319.0174255371094-384.6385498046875,0,5.144364595413208
pins_Selena-Gomez,Selena-Gomez124_4340-,Selena-Gomez124_4340-person-nn-bb-1.6977925300598145-30.466411590576172-172.30030822753906-184.0,0,4.793813943862915
pins_Selena-Gomez,Selena-Gomez202_4396-,Selena-Gomez202_4396-person-nn-bb-0.0-2.938741683959961-101.44639587402344-107.4891586303711,0,4.213961601257324
pins_Selena-Gomez,Selena-Gomez124_4341-,Selena-Gomez124_4341-person-nn-bb-0.0-15.749597549438477-143.4878692626953-153.0708770751953,0,4.256967544555664
pins_Selena-Gomez,Selena-Gomez120_4334-,Selena-Gomez120_4334-person-nn-bb-0.7263636589050293-0.4700195789337158-196.0482940673828-225.0,1,4.718912363052368
pins_Selena-Gomez,Selena-Gomez85_4488-,Selena-Gomez85_4488-person-nn-bb-0.0-0.022190667688846588-101.5027084350586-106.30986785888672,0,4.379018068313599
pins_Selena-Gomez,Selena-Gomez183_4384-,Selena-Gomez183_4384-person-nn-bb-0.7418670654296875-5.62322998046875-302.0-320.0,0,4.286596298217773
pins_Selena-Gomez,Selena-Gomez149_4359-,Selena-Gomez149_4359-person-nn-bb-11.405632019042969-0.9402039647102356-100.89767456054688-106.36687469482422,0,4.860607624053955
pins_Selena-Gomez,Selena-Gomez4_4455-,Selena-Gomez4_4455-person-nn-bb-0.0-0.0-155.31695556640625-180.95896911621094,0,5.069085597991943
pins_Selena-Gomez,Selena-Gomez213_4408-,Selena-Gomez213_4408-person-nn-bb-0.0-8.128056526184082-143.5148162841797-153.87696838378906,1,4.449060440063477
pins_Selena-Gomez,Selena-Gomez184_4385-,Selena-Gomez184_4385-person-nn-bb-3.164792060852051-0.09477317333221436-208.3809814453125-224.16226196289062,1,4.834341526031494
pins_Selena-Gomez,Selena-Gomez102_4322-,Selena-Gomez102_4322-person-nn-bb-0.22608834505081177-0.5467715263366699-101.1266098022461-107.0291976928711,0,4.488155841827393
pins_Selena-Gomez,Selena-Gomez78_4482-,Selena-Gomez78_4482-person-nn-bb-0.0-0.0266084186732769-145.72500610351562-154.0,0,4.576928377151489
pins_Selena-Gomez,Selena-Gomez146_4356-,Selena-Gomez146_4356-person-nn-bb-0.0-0.32774582505226135-145.22254943847656-154.0,1,4.576540470123291
pins_Selena-Gomez,Selena-Gomez3_4446-,Selena-Gomez3_4446-person-nn-bb-0.0-0.0-144.2985076904297-153.2176513671875,0,4.2937281131744385
pins_Selena-Gomez,Selena-Gomez185_4386-,Selena-Gomez185_4386-person-nn-bb-0.0-0.0-121.11302185058594-128.9413604736328,0,4.35979151725769
pins_Selena-Gomez,Selena-Gomez206_4401-,Selena-Gomez206_4401-person-nn-bb-0.0-0.0-145.25852966308594-153.67515563964844,1,4.331752300262451
pins_Selena-Gomez,Selena-Gomez26_4442-,Selena-Gomez26_4442-person-nn-bb-0.0-0.0-206.01300048828125-218.55447387695312,0,4.38864278793335
pins_Selena-Gomez,Selena-Gomez197_4392-,Selena-Gomez197_4392-person-nn-bb-0.0-0.8056640625-300.3586730957031-320.0,0,4.6693480014801025
pins_Selena-Gomez,Selena-Gomez199_4393-,Selena-Gomez199_4393-person-nn-bb-0.0-0.0-101.43711853027344-107.31371307373047,0,0.0
pins_Selena-Gomez,Selena-Gomez31_4447-,Selena-Gomez31_4447-person-nn-bb-0.0-0.0-247.07928466796875-264.3956298828125,1,4.8764472007751465
pins_Selena-Gomez,Selena-Gomez49_4462-,Selena-Gomez49_4462-person-nn-bb-0.3815765380859375-0.582977294921875-270.0528869628906-318.2994079589844,0,5.1616411209106445
pins_Selena-Gomez,Selena-Gomez190_4390-,Selena-Gomez190_4390-person-nn-bb-0.0-0.3036964535713196-168.14097595214844-182.76097106933594,1,4.444372653961182
pins_Selena-Gomez,Selena-Gomez15_4360-,Selena-Gomez15_4360-person-nn-bb-0.0-0.0-212.0-221.0,1,4.573080778121948
pins_Selena-Gomez,Selena-Gomez25_4441-,Selena-Gomez25_4441-person-nn-bb-0.2473713755607605-0.0-210.57318115234375-220.675048828125,0,4.591160774230957
pins_Selena-Gomez,Selena-Gomez172_4375-,Selena-Gomez172_4375-person-nn-bb-0.0-14.334802627563477-95.31982421875-107.38468170166016,0,4.3139073848724365
pins_Selena-Gomez,Selena-Gomez224_4422-,Selena-Gomez224_4422-person-nn-bb-0.0-0.7976821660995483-248.90196228027344-266.0,1,4.684688091278076
pins_Selena-Gomez,Selena-Gomez41_4456-,Selena-Gomez41_4456-person-nn-bb-0.09420761466026306-0.11647278815507889-429.6591796875-381.54302978515625,0,4.763778448104858
pins_Selena-Gomez,Selena-Gomez95_4497-,Selena-Gomez95_4497-person-nn-bb-1.7709237337112427-0.6165640354156494-254.63233947753906-242.76268005371094,0,4.574305295944214
pins_Selena-Gomez,Selena-Gomez124_4342-,Selena-Gomez124_4342-person-nn-bb-4.6984333992004395-0.0-173.47471618652344-183.4449005126953,1,4.592206716537476
pins_Selena-Gomez,Selena-Gomez219_4411-,Selena-Gomez219_4411-person-nn-bb-0.0-0.0-120.55545806884766-128.4514617919922,1,4.61423134803772
pins_Selena-Gomez,Selena-Gomez116_4331-,Selena-Gomez116_4331-person-nn-bb-0.0-0.19412994384765625-299.66668701171875-320.0,1,4.5160417556762695
pins_Selena-Gomez,Selena-Gomez163_4370-,Selena-Gomez163_4370-person-nn-bb-0.0-1.6184234619140625-300.9676513671875-318.77447509765625,0,4.431342840194702
pins_Selena-Gomez,Selena-Gomez45_4458-,Selena-Gomez45_4458-person-nn-bb-0.0-3.65585994720459-157.50286865234375-184.0,0,4.607859134674072
pins_Selena-Gomez,Selena-Gomez149_4358-,Selena-Gomez149_4358-person-nn-bb-23.9406681060791-4.326674938201904-85.12220001220703-89.04067993164062,0,5.79058051109314
pins_Selena-Gomez,Selena-Gomez155_4363-,Selena-Gomez155_4363-person-nn-bb-0.2806423306465149-1.5699214935302734-312.4425964355469-387.0,0,5.12040638923645
pins_Selena-Gomez,Selena-Gomez73_4478-,Selena-Gomez73_4478-person-nn-bb-0.0-0.4925161600112915-106.07659149169922-154.95828247070312,0,6.140888452529907
pins_Selena-Gomez,Selena-Gomez169_4373-,Selena-Gomez169_4373-person-nn-bb-1.8370188474655151-0.0-365.0-387.0,0,4.690921783447266
pins_Selena-Gomez,Selena-Gomez88_4491-,Selena-Gomez88_4491-person-nn-bb-0.0-0.09184999763965607-100.57459259033203-107.81180572509766,0,4.7301740646362305
pins_Selena-Gomez,Selena-Gomez33_4449-,Selena-Gomez33_4449-person-nn-bb-7.593736171722412-0.0-174.64991760253906-182.44346618652344,0,4.854787111282349
pins_Selena-Gomez,Selena-Gomez141_4353-,Selena-Gomez141_4353-person-nn-bb-0.0-0.0736929401755333-199.92893981933594-221.0,0,0.0
pins_Selena-Gomez,Selena-Gomez112_4328-,Selena-Gomez112_4328-person-nn-bb-0.0-0.0-101.9815902709961-107.01177215576172,1,4.61620020866394
pins_Selena-Gomez,Selena-Gomez1_4318-,Selena-Gomez1_4318-person-nn-bb-0.0-0.01000368595123291-145.17645263671875-152.50790405273438,1,4.54742693901062
pins_Selena-Gomez,Selena-Gomez93_4496-,Selena-Gomez93_4496-person-nn-bb-0.7036331295967102-0.45074501633644104-100.5028305053711-108.0,0,4.385082483291626
pins_Chris-Pratt,Chris-Pratt87_891-,Chris-Pratt87_891-person-nn-bb-0.0-0.14875108003616333-169.7480010986328-184.0,0,4.453545093536377
pins_Chris-Pratt,Chris-Pratt33_846-,Chris-Pratt33_846-person-nn-bb-2.539271354675293-0.37400248646736145-211.07647705078125-218.63629150390625,0,4.338295936584473
pins_Chris-Pratt,Chris-Pratt124_745-,Chris-Pratt124_745-person-nn-bb-0.0-0.0-162.8258819580078-178.76026916503906,1,4.93131685256958
pins_Chris-Pratt,Chris-Pratt2_800-,Chris-Pratt2_800-person-nn-bb-1.163874864578247-0.0-209.0-224.11129760742188,1,4.793699264526367
pins_Chris-Pratt,Chris-Pratt97_900-,Chris-Pratt97_900-person-nn-bb-13.766993522644043-0.1272815763950348-158.87351989746094-181.89047241210938,0,5.357720136642456
pins_Chris-Pratt,Chris-Pratt192_797-,Chris-Pratt192_797-person-nn-bb-0.6704414486885071-0.5429142117500305-164.50775146484375-183.58270263671875,0,4.9206953048706055
pins_Chris-Pratt,Chris-Pratt124_745-,Chris-Pratt124_745-person-nn-bb-0.0-0.47348272800445557-175.0-183.04429626464844,1,4.432430028915405
pins_Chris-Pratt,Chris-Pratt6_869-,Chris-Pratt6_869-person-nn-bb-0.0-0.13032469153404236-209.0-218.98721313476562,1,4.235248565673828
pins_Chris-Pratt,Chris-Pratt110_737-,Chris-Pratt110_737-person-nn-bb-0.14856262505054474-0.33476030826568604-100.1328353881836-107.16292572021484,0,4.392934799194336
pins_Chris-Pratt,Chris-Pratt138_757-,Chris-Pratt138_757-person-nn-bb-0.5878646969795227-0.026792049407958984-98.47534942626953-106.93379974365234,1,4.8095104694366455
pins_Chris-Pratt,Chris-Pratt126_747-,Chris-Pratt126_747-person-nn-bb-6.145017623901367-0.010412979871034622-95.05908203125-106.64653015136719,0,5.239988088607788
pins_Chris-Pratt,Chris-Pratt5_860-,Chris-Pratt5_860-person-nn-bb-0.0-0.5792584419250488-365.0-387.0,1,4.496998071670532
pins_Chris-Pratt,Chris-Pratt206_809-,Chris-Pratt206_809-person-nn-bb-26.32623291015625-0.0-120.1288070678711-128.0,0,5.920302152633667
pins_Chris-Pratt,Chris-Pratt62_872-,Chris-Pratt62_872-person-nn-bb-49.33678436279297-0.0-208.02044677734375-218.53167724609375,0,5.803258657455444
pins_Chris-Pratt,Chris-Pratt222_821-,Chris-Pratt222_821-person-nn-bb-0.0007476806640625-0.0-295.9206237792969-320.0,1,4.94944953918457
pins_Chris-Pratt,Chris-Pratt243_832-,Chris-Pratt243_832-person-nn-bb-0.0-0.0-144.89996337890625-153.99488830566406,1,4.520701169967651
pins_Chris-Pratt,Chris-Pratt149_768-,Chris-Pratt149_768-person-nn-bb-0.0-0.10944519191980362-119.10652160644531-127.25263977050781,1,4.702425718307495
pins_Chris-Pratt,Chris-Pratt114_740-,Chris-Pratt114_740-person-nn-bb-0.0-0.10425052791833878-118.34261322021484-129.0,1,4.729436874389648
pins_Chris-Pratt,Chris-Pratt19_795-,Chris-Pratt19_795-person-nn-bb-0.0-0.0-173.01951599121094-182.4771270751953,0,4.576351881027222
pins_Chris-Pratt,Chris-Pratt211_814-,Chris-Pratt211_814-person-nn-bb-0.0-0.096013642847538-101.58844757080078-106.583984375,0,4.522761344909668
pins_Chris-Pratt,Chris-Pratt160_778-,Chris-Pratt160_778-person-nn-bb-1.5405898094177246-0.5289573669433594-145.0-153.85281372070312,1,4.3835625648498535
pins_Chris-Pratt,Chris-Pratt9_894-,Chris-Pratt9_894-person-nn-bb-6.2172017097473145-0.5894356369972229-365.0-387.0,1,4.4002954959869385
pins_Chris-Pratt,Chris-Pratt79_885-,Chris-Pratt79_885-person-nn-bb-26.372987747192383-0.10202988982200623-208.4437255859375-220.0917205810547,0,4.963177442550659
pins_Chris-Pratt,Chris-Pratt88_892-,Chris-Pratt88_892-person-nn-bb-0.0-0.0-248.2456817626953-268.1759338378906,0,4.492175340652466
pins_Chris-Pratt,Chris-Pratt174_786-,Chris-Pratt174_786-person-nn-bb-0.0-0.05860114097595215-172.7583770751953-185.0,0,4.402975559234619
pins_Chris-Pratt,Chris-Pratt53_862-,Chris-Pratt53_862-person-nn-bb-0.0-0.251001238822937-98.12117767333984-154.2439422607422,0,6.581467151641846
pins_Chris-Pratt,Chris-Pratt237_827-,Chris-Pratt237_827-person-nn-bb-17.85031509399414-0.1238858699798584-209.0-223.90496826171875,0,5.383512020111084
pins_Chris-Pratt,Chris-Pratt16_777-,Chris-Pratt16_777-person-nn-bb-0.0-0.03489279747009277-145.3397979736328-155.0,1,4.7224462032318115
pins_Chris-Pratt,Chris-Pratt243_832-,Chris-Pratt243_832-person-nn-bb-0.3964223861694336-0.20690298080444336-122.783935546875-154.34024047851562,0,5.305002450942993
pins_Chris-Pratt,Chris-Pratt147_766-,Chris-Pratt147_766-person-nn-bb-9.018142700195312-2.6504809856414795-544.6949462890625-665.2955932617188,0,5.413924932479858
pins_Chris-Pratt,Chris-Pratt206_805-,Chris-Pratt206_805-person-nn-bb-12.852685928344727-0.0-119.3284683227539-128.0,0,5.09617280960083
pins_Chris-Pratt,Chris-Pratt85_890-,Chris-Pratt85_890-person-nn-bb-0.0-0.966326892375946-249.3076934814453-266.0,1,4.774972677230835
pins_Chris-Pratt,Chris-Pratt242_831-,Chris-Pratt242_831-person-nn-bb-1.5147677659988403-0.049855753779411316-186.59579467773438-218.90341186523438,1,4.877293586730957
pins_Chris-Pratt,Chris-Pratt231_823-,Chris-Pratt231_823-person-nn-bb-3.5540618896484375-0.0570068359375-302.0-314.5461120605469,1,4.310426473617554
pins_Chris-Pratt,Chris-Pratt246_834-,Chris-Pratt246_834-person-nn-bb-0.0-0.2422349900007248-434.72955322265625-459.27532958984375,1,4.292542457580566
pins_Chris-Pratt,Chris-Pratt144_764-,Chris-Pratt144_764-person-nn-bb-0.0-0.0-99.98175048828125-107.28125762939453,0,4.430897951126099
pins_Chris-Pratt,Chris-Pratt91_895-,Chris-Pratt91_895-person-nn-bb-1.280145287513733-0.0-121.23469543457031-126.861328125,0,4.360730409622192
pins_Chris-Pratt,Chris-Pratt104_730-,Chris-Pratt104_730-person-nn-bb-0.0-2.414910078048706-285.0-291.8830871582031,0,4.215442180633545
pins_Chris-Pratt,Chris-Pratt139_758-,Chris-Pratt139_758-person-nn-bb-0.0-0.2416640669107437-142.51370239257812-153.12364196777344,1,4.4318318367004395
pins_Chris-Pratt,Chris-Pratt206_810-,Chris-Pratt206_810-person-nn-bb-21.104347229003906-0.0-119.73640441894531-127.42848205566406,0,5.513425588607788
pins_Chris-Pratt,Chris-Pratt54_864-,Chris-Pratt54_864-person-nn-bb-5.506584167480469-0.4182708263397217-174.62054443359375-185.0,1,4.905560731887817
pins_Chris-Pratt,Chris-Pratt151_770-,Chris-Pratt151_770-person-nn-bb-0.0-74.53431701660156-362.68798828125-382.7602233886719,0,0.0
pins_Chris-Pratt,Chris-Pratt81_888-,Chris-Pratt81_888-person-nn-bb-4.023413181304932-0.0-108.59117126464844-127.9141845703125,1,5.301841497421265
pins_Chris-Pratt,Chris-Pratt96_899-,Chris-Pratt96_899-person-nn-bb-0.0-0.0-238.396240234375-263.00238037109375,0,4.899684429168701
pins_Chris-Pratt,Chris-Pratt110_737-,Chris-Pratt110_737-person-nn-bb-3.0500707626342773-0.127757266163826-102.0-107.62043762207031,0,4.543460845947266
pins_Chris-Pratt,Chris-Pratt36_848-,Chris-Pratt36_848-person-nn-bb-0.0-0.0-564.0-668.1097412109375,0,5.17939829826355
pins_Chris-Pratt,Chris-Pratt174_786-,Chris-Pratt174_786-person-nn-bb-0.0-0.26466667652130127-173.26043701171875-185.0,0,4.563857078552246
pins_Chris-Pratt,Chris-Pratt200_802-,Chris-Pratt200_802-person-nn-bb-0.557145893573761-0.2802363634109497-79.92705535888672-108.0,0,6.022642135620117
pins_Chris-Pratt,Chris-Pratt249_837-,Chris-Pratt249_837-person-nn-bb-10.052468299865723-0.3413546681404114-353.9543762207031-383.41510009765625,0,4.773305416107178
pins_Chris-Pratt,Chris-Pratt122_743-,Chris-Pratt122_743-person-nn-bb-0.7265380620956421-0.0875091552734375-109.99739074707031-128.0,1,4.802695035934448
pins_Chris-Pratt,Chris-Pratt173_785-,Chris-Pratt173_785-person-nn-bb-0.9219016432762146-1.014474868774414-246.32632446289062-263.6741638183594,1,4.387261629104614
pins_Chris-Pratt,Chris-Pratt44_855-,Chris-Pratt44_855-person-nn-bb-27.00315284729004-3.113781213760376-144.14144897460938-153.2935791015625,1,5.745051622390747
pins_Chris-Pratt,Chris-Pratt134_752-,Chris-Pratt134_752-person-nn-bb-21.805936813354492-20.38092041015625-101.53373718261719-107.86705780029297,0,4.852665662765503
pins_Chris-Pratt,Chris-Pratt127_748-,Chris-Pratt127_748-person-nn-bb-0.0-0.0-145.32521057128906-154.0,1,4.48672890663147
pins_Chris-Pratt,Chris-Pratt145_765-,Chris-Pratt145_765-person-nn-bb-2.9633493423461914-0.0-174.0-184.26095581054688,1,4.427420139312744
pins_Chris-Pratt,Chris-Pratt143_763-,Chris-Pratt143_763-person-nn-bb-4.32777214050293-0.35716983675956726-97.55078887939453-107.90141296386719,0,4.958122730255127
pins_Chris-Pratt,Chris-Pratt59_868-,Chris-Pratt59_868-person-nn-bb-5.823211669921875-0.0-299.2681884765625-319.22332763671875,1,4.773438453674316
pins_Chris-Pratt,Chris-Pratt148_767-,Chris-Pratt148_767-person-nn-bb-0.0-0.12086832523345947-145.3472900390625-155.0,0,4.47321629524231
pins_Chris-Pratt,Chris-Pratt138_756-,Chris-Pratt138_756-person-nn-bb-0.632386326789856-0.06060469150543213-96.3316421508789-127.3746109008789,0,5.5293848514556885
pins_Chris-Pratt,Chris-Pratt10_724-,Chris-Pratt10_724-person-nn-bb-24.645492553710938-0.5541000366210938-297.67730712890625-317.2267761230469,0,5.158631801605225
pins_Chris-Pratt,Chris-Pratt41_853-,Chris-Pratt41_853-person-nn-bb-0.0-1.5625793933868408-497.0-553.9699096679688,0,4.946356534957886
pins_Chris-Pratt,Chris-Pratt78_884-,Chris-Pratt78_884-person-nn-bb-0.0-0.2672119140625-118.37953186035156-128.0,0,4.6333088874816895
pins_Chris-Pratt,Chris-Pratt61_871-,Chris-Pratt61_871-person-nn-bb-4.792944431304932-0.0-145.64923095703125-153.24203491210938,1,4.756217002868652
pins_Chris-Pratt,Chris-Pratt175_787-,Chris-Pratt175_787-person-nn-bb-0.0-0.0-173.21865844726562-185.0,1,4.556658506393433
pins_Chris-Pratt,Chris-Pratt195_798-,Chris-Pratt195_798-person-nn-bb-0.19219970703125-0.36429136991500854-113.17979431152344-128.0,0,5.150213718414307
pins_Chris-Pratt,Chris-Pratt56_866-,Chris-Pratt56_866-person-nn-bb-9.693340301513672-0.0-96.33122253417969-107.07624816894531,0,5.340211391448975
pins_Chris-Pratt,Chris-Pratt47_857-,Chris-Pratt47_857-person-nn-bb-40.941375732421875-0.258989542722702-170.97265625-182.2151336669922,0,6.125778675079346
pins_Chris-Pratt,Chris-Pratt52_861-,Chris-Pratt52_861-person-nn-bb-0.0-0.0-300.8702392578125-316.88482666015625,1,4.3766655921936035
pins_Chris-Pratt,Chris-Pratt172_784-,Chris-Pratt172_784-person-nn-bb-0.0-0.12195587903261185-114.81636047363281-183.2305145263672,0,6.837807655334473
pins_Chris-Pratt,Chris-Pratt11_736-,Chris-Pratt11_736-person-nn-bb-0.07243767380714417-0.12686634063720703-100.16085052490234-107.34507751464844,0,4.823708772659302
pins_Chris-Pratt,Chris-Pratt58_867-,Chris-Pratt58_867-person-nn-bb-0.0-0.0-138.3516082763672-154.4167022705078,1,4.8934102058410645
pins_Chris-Pratt,Chris-Pratt187_793-,Chris-Pratt187_793-person-nn-bb-59.443565368652344-0.8939723372459412-422.2037048339844-458.5631408691406,1,5.159636497497559
pins_Chris-Pratt,Chris-Pratt204_804-,Chris-Pratt204_804-person-nn-bb-2.1214072704315186-0.0-292.5813293457031-386.6941223144531,0,5.503425598144531
pins_Chris-Pratt,Chris-Pratt220_819-,Chris-Pratt220_819-person-nn-bb-0.0-0.11478555202484131-146.0-155.0,1,4.612452507019043
pins_Chris-Pratt,Chris-Pratt38_850-,Chris-Pratt38_850-person-nn-bb-8.567008018493652-0.5801861882209778-144.43545532226562-152.27755737304688,1,4.894780158996582
pins_Chris-Pratt,Chris-Pratt21_813-,Chris-Pratt21_813-person-nn-bb-0.0-0.0-351.5848388671875-385.8829650878906,1,4.887939929962158
pins_Chris-Pratt,Chris-Pratt199_799-,Chris-Pratt199_799-person-nn-bb-0.0-1.1853408813476562-171.96287536621094-183.9425506591797,1,4.721595048904419
pins_Chris-Pratt,Chris-Pratt105_731-,Chris-Pratt105_731-person-nn-bb-0.0-0.06056978553533554-437.0-463.0,1,4.551829814910889
pins_Chris-Pratt,Chris-Pratt54_863-,Chris-Pratt54_863-person-nn-bb-0.0-0.6998510956764221-152.5841827392578-219.76954650878906,0,6.232722520828247
pins_Chris-Pratt,Chris-Pratt107_732-,Chris-Pratt107_732-person-nn-bb-0.0-0.0-186.80130004882812-223.6741180419922,1,5.057394504547119
pins_Chris-Pratt,Chris-Pratt69_877-,Chris-Pratt69_877-person-nn-bb-0.0-0.9006186723709106-361.1436767578125-386.20745849609375,0,4.44104790687561
pins_Chris-Pratt,Chris-Pratt235_825-,Chris-Pratt235_825-person-nn-bb-0.020783424377441406-1.3054754734039307-117.95035552978516-155.0,0,5.391243934631348
pins_Chris-Pratt,Chris-Pratt182_791-,Chris-Pratt182_791-person-nn-bb-0.0-0.17527227103710175-103.15315246582031-129.0,0,5.643658876419067
pins_Chris-Pratt,Chris-Pratt180_789-,Chris-Pratt180_789-person-nn-bb-20.531599044799805-0.16442334651947021-143.09889221191406-153.6343994140625,0,5.545851230621338
pins_Chris-Pratt,Chris-Pratt89_893-,Chris-Pratt89_893-person-nn-bb-0.0-0.0-209.0-219.82357788085938,0,4.298180341720581
pins_Chris-Pratt,Chris-Pratt208_811-,Chris-Pratt208_811-person-nn-bb-0.0-0.2463017702102661-207.4892578125-221.0,0,4.368794202804565
pins_Chris-Pratt,Chris-Pratt245_833-,Chris-Pratt245_833-person-nn-bb-24.912893295288086-0.2678152918815613-208.42727661132812-220.51644897460938,0,4.916763067245483
pins_Chris-Pratt,Chris-Pratt13_750-,Chris-Pratt13_750-person-nn-bb-0.0-0.16431580483913422-174.35508728027344-182.96824645996094,1,4.522305250167847
pins_Chris-Pratt,Chris-Pratt217_817-,Chris-Pratt217_817-person-nn-bb-7.663952827453613-0.39823418855667114-174.82057189941406-183.90591430664062,1,4.762904644012451
pins_Chris-Pratt,Chris-Pratt218_818-,Chris-Pratt218_818-person-nn-bb-14.37022876739502-0.3341526389122009-207.92855834960938-220.3372802734375,1,5.050784111022949
pins_Chris-Pratt,Chris-Pratt48_858-,Chris-Pratt48_858-person-nn-bb-0.0-0.32602250576019287-207.6986083984375-220.4376220703125,1,4.63240122795105
pins_Chris-Pratt,Chris-Pratt27_840-,Chris-Pratt27_840-person-nn-bb-0.8198220729827881-0.23251265287399292-208.20912170410156-219.89370727539062,1,4.428521156311035
